AÑO,MES,DIA,DPA_PROVIN,DPA_DESPRO,DPA_CANTON,DPA_DESCAN,DPA_PARR_1,DPA_DESP_1,longitud,latitud,X,Y,No.,Codigo en,Fuente Sec,Fuente Pri,EVENTO,SUBCATEGOR,CAUSA/DISP,Descripcio,SECTOR / B,OBSERVACIO,GRAVEDAD,Intensidad,Notas,# Muertos,#Heridos,#Desaparec,#Damnifica
2008,2,26,P17,PICHINCHA,C1701,QUITO,PR170121,LA MAGDALENA,-78.52208,-0.24412,775815,9972992,726,PI-0010,DESINVENTAR,Diaro Hoy,Inundacion,,Lluvia,,Tumbaco/Villa Flora/Ferroviaria,También se registraron 4 deslaves,"2. daños materiales comentados por el periodista, molestia grave en el tráfico",2,,0,0,0,0
2008,2,28,P17,PICHINCHA,C1701,QUITO,PR170106,COTOCOLLAO,-78.49724,-0.1127,778583,9987531,727,PI-0031,DESINVENTAR,Diaro Hoy,Inundacion,,Lluvia,,Occidental y la calle San Ignacio de Loyola,La capital soportó ayer una fuerte lluvia con tormentas eléctricas y granizo que provocó inundaciones y deslaves en varios sectores. En la foto se ve la capa de hielo en la Av. Oriental y José Loyola.,"3. molestia en el tráfico, daños ligeros",1,,0,0,0,0
2008,2,29,P17,PICHINCHA,C1701,QUITO,PR170104,COCHAPAMBA,-78.51426,-0.12874,776687,9985757,728,PI-0011,DESINVENTAR,Diaro Hoy,Movimiento en Masa,Deslizamiento,Lluvia,,Atucucho,"Algo similar ocurre en Atucucho y la Comuna Alta, en este último en las calles Yumbo Rumi y Santa Clara de Asís no se pudieron evitar los daños. La casa situada en el lote n.º 59 se desplomó hace unos días luego de una lluvia que arrastró piedras","2. daños materiales comentados por el periodista, molestia grave en el tráfico",2,,0,0,0,0
2008,3,5,P17,PICHINCHA,C1705,RUMIÐAHUI,PR170550,SANGOLQUI,-78.45497,-0.34341,783287,9962005,729,PI-0023,DESINVENTAR,Diaro Hoy,Inundacion,,Lluvia,,Rumiñahui,En la Av. de los Shyris que se extiende desde la intersección con la Av. Gral. Enríquez (sector Danec) al sur del cantón hasta la Av. Calderón (centro) tiene una longitud de 21 km y en la mayor parte del trayecto presenta baches y fisuras por efecto,"2. daños materiales comentados por el periodista, molestia grave en el tráfico",2,,0,0,0,0
2008,3,24,P17,PICHINCHA,C1701,QUITO,PR170125,PUENGASI,-78.48795,-0.25143,779616,9972182,730,1225,"Espinosa, 2021",El Universo,Aluvión,Aluvión,Lluvia,Fuerte lluvia ocasiona aluvión,Sauces del Valle,"Torrencial aguacero ocasionó la formación de un aluvión que levantó parte del asfalto en la calle y luego derrumbó la pared de una vivienda, ocasiono la muerte de 1 persona y 3 heridos","1. existencia de muertos y heridos, daños materiales importantes",3,,1,3,0,0
2008,3,31,P17,PICHINCHA,C1701,QUITO,PR170157,CUMBAYA,-78.46857,-0.22426,781775,9975188,731,1226,"Espinosa, 2021",El Universo,Movimiento en Masa,Derrumbe,Lluvia,Infiltración de agua producto de la lluvia causo varios derrumbes,"Vía Simón Bolívar, a la altura del kilómetro 12","50 m. de la vía quedó bajo tierra tras un derrumbe, además la bloquearon en ambos lados.","3. molestia en el tráfico, daños ligeros",1,,0,0,0,0
2008,4,1,P17,PICHINCHA,C1701,QUITO,PR170155,CALDERON,-78.43171,-0.07118,785882,9992125,732,1227,"Espinosa, 2021",El Universo,Hundimiento,no especificado,Lluvia-antrópico,Lluvias provocan hundimiento de tierra,La Marín,"Aguas originadas por la fuerte lluvia que soportó el sur y centro de Quito fueron recolectadas por el río Machángara y albergó una gran cantidad de escombros que el colector no pudo soportar, lo que produjo el hundimiento.","2. daños materiales comentados por el periodista, molestia grave en el tráfico",2,,0,0,0,0
2008,4,1,P17,PICHINCHA,C1701,QUITO,PR170125,PUENGASI,-78.4893,-0.25078,779466,9972254,733,1228,"Espinosa, 2021",El Universo,Movimiento en Masa,Derrumbe,Lluvia,Lluvia ocasiona derrumbes en la vía,Obrero Independiente (SE),"La lluvia aflojó la tierra de un terreno baldío provocando el desprendimiento de tierra y piedra que cayó sobre la vivienda donde se encontraba la familia, 1 muerto","1. existencia de muertos y heridos, daños materiales importantes",3,,0,0,0,0
2008,4,1,P17,PICHINCHA,C1701,QUITO,PR170125,PUENGASI,-78.49168,-0.23867,779201,9973594,734,PI-0029,DESINVENTAR,Diaro Hoy,Movimiento en Masa,Deslizamiento,Lluvia,,Av. Simón Bolívar,Cerca de la 08:00 se habilitó el carril sur norte para la circulación en ambas direcciones con el objetivo de tratar de mejorar la fluidez en el tránsito pero con pocos resultados.En el sur la congestión se inició a la altura del barrio Edén del va,"3. molestia en el tráfico, daños ligeros",1,,0,0,0,0
2008,4,9,P17,PICHINCHA,C1701,QUITO,PR170113,ITCHIMBIA,-78.50339,-0.23219,777896,9974312,735,1229,"Espinosa, 2021",El Universo,Movimiento en Masa,Deslizamiento,Lluvia,Lluvia ocasiona pequeños deslizamientos,El Trébol,Ocaciono pequeños deslizamientos y obligo a detener obras en el sector,"3. molestia en el tráfico, daños ligeros",1,,0,0,0,0
2008,4,23,P17,PICHINCHA,C1701,QUITO,PR170108,CHILLOGALLO,-78.56723,-0.28386,770785,9968596,736,2008-00033,DESINVENTAR,El Comercio,Movimiento en Masa,Deslizamiento,Lluvia,,Chillogallo al sur de quito,Las fuertes lluvias causaron un deslizamiento el mismo que afectó a 2 viviendas,"2. daños materiales comentados por el periodista, molestia grave en el tráfico",2,,0,0,0,0
2008,4,29,P17,PICHINCHA,C1701,QUITO,PR170116,LA ARGELIA,-78.52939,-0.27365,775000,9969725,737,1230,"Espinosa, 2021",El Universo,Movimiento en Masa,Deslizamiento,Lluvia,Lluvia ocasiona deslizamiento,La Argelia,"Debido al deslizamiento dos personas quedan atrapadas y heridas, un muerto","1. existencia de muertos y heridos, daños materiales importantes",3,,1,2,0,0
2008,5,5,P17,PICHINCHA,C1701,QUITO,PR170131,SOLANDA,-78.54324,-0.27416,773457,9969669,738,2008-00034,DESINVENTAR,El Comercio,Inundacion,,Lluvia,,Sur de quito,Las fuertes lluvias causaron un desfogue de agua que anegó 3 vías arrastrando material de lodo y rocas que afectó a varias viviendas,"2. daños materiales comentados por el periodista, molestia grave en el tráfico",2,,0,0,0,0
2008,5,5,P17,PICHINCHA,C1701,QUITO,PR170113,ITCHIMBIA,-78.47585,-0.19942,780964,9977937,739,2008-00036,DESINVENTAR,El Universo,Movimiento en Masa,Deslizamiento,Lluvia,,Guapulo,Las fuertes lluvias causaron deslaves que afectaron y destruyeron viviendas en Quito,"2. daños materiales comentados por el periodista, molestia grave en el tráfico",2,,0,0,0,0
2008,5,5,P17,PICHINCHA,C1701,QUITO,PR170123,MARISCAL SUCRE,-78.4865,-0.20893,779778,9976885,740,1232,"Espinosa, 2021",El Universo,Movimiento en Masa,Derrumbe,Lluvia,Lluvia ocacionó posible deslave,La Floresta,Se produjo riesgo de deslave,"3. molestia en el tráfico, daños ligeros",1,,0,0,0,0
2008,5,6,P17,PICHINCHA,C1701,QUITO,PR170112,IÑAQUITO,-78.48284,-0.19788,780186,9978107,741,1233,"Espinosa, 2021",El Universo,Movimiento en Masa,Deslizamiento,Lluvia,Lluvias ocsionan deslizamiento,Guápulo/ Bello Horizonte,"Se desmoronó un talud que evitaba la filtración de agua, provocó derrumbe arrasó con los árboles y el lodo se formó con la lluvia. 5 personas evacuaron la zona","2. daños materiales comentados por el periodista, molestia grave en el tráfico",2,,0,0,0,5
2008,5,7,P17,PICHINCHA,C1701,QUITO,PR170119,LA FERROVIARIA,-78.52256,-0.26444,775761,9970744,742,PI-0025,DESINVENTAR,Diaro Hoy,Inundacion,,Lluvia,,El Recreo,El lunes por la noche la quebrada La Clemencia se desbordó y el caudal de agua lodo y escombros bajó por la calle joaquín gutiérrez afectando una docena de casas y destruyendo parte de la vivienda de María Sánchez.,"2. daños materiales comentados por el periodista, molestia grave en el tráfico",2,,0,0,0,4
2008,5,19,P17,PICHINCHA,C1701,QUITO,PR170117,LA CONCEPCION,-78.48504,-0.15697,779941,9982633,743,PI-0026,DESINVENTAR,El Comercio,Inundacion,,Lluvia,,La Prensa,Otro sitio afectado fue el aeropuerto Mariscal Sucre de Quito donde la salida nacional internacional y la cabecera sur de la pista se inundaron. De acuerdo con la dirección general de aviación civil el desbordamiento fue producto del colapso del colect,"1.  existencia de muertos y heridos, daños materiales importantes",3,,0,0,0,0
2008,5,19,P17,PICHINCHA,C1701,QUITO,PR170104,COCHAPAMBA,-78.51103,-0.13357,777047,9985223,744,1234,"Espinosa, 2021",El Universo,Inundacion,no especificado,Lluvia,Fuerte lluvia ocasiono inundaciones,"San Carlos, Cotocollao, La Florida, La Pulida, La Concepción","Inundacion deja atrapado a 5 personas en sus autos, colapsó alcantarillado y 8 vuelos desviados","2. daños materiales comentados por el periodista, molestia grave en el tráfico",2,,0,0,0,0
2008,5,23,P17,PICHINCHA,C1701,QUITO,PR170125,PUENGASI,-78.48799,-0.2234,779612,9975284,745,PI-0027,DESINVENTAR,Diaro Hoy,Inundacion,,Lluvia,,Las Orquideas,Según los vecinos del sector la lluvia se inició a las 16:00 y duró hasta las 18:00. En ese lapso la vía se inundó e ingresó a varias casas y negocios aledaños. Uno de ellos fue un local a donde acudió Hidalgo quien era madre de dos niñas de cin,"1.  existencia de muertos y heridos, daños materiales importantes",3,,2,0,0,0
2008,5,25,P17,PICHINCHA,C1701,QUITO,PR170103,CENTRO HISTORICO,-78.51426,-0.21595,776686,9976108,746,2008-00035,DESINVENTAR,El Comercio,Movimiento en Masa,Derrumbe,Lluvia,,El Tejar,Las fuerte lluvias provocaron el colapso de un muro de contención de 10 metros sobre una vivienda.,"2. daños materiales comentados por el periodista, molestia grave en el tráfico",2,,0,0,0,0
2008,8,24,P17,PICHINCHA,C1701,QUITO,PR170119,LA FERROVIARIA,-78.50314,-0.25646,777924,9971626,747,PI-3596,DESINVENTAR,DMSC,Inundacion,,Lluvia,,La Forestal,"Debido a la fierte lluvia del dia domingo en la tarde a las 18:00 se produjo el deslizamiento de tierra hacia Av. Simon Bolivar a la altura de La Forestal antes de la instalaciones del EMOP, intervinieron EMOP, Policia Nacional y CBQ para despejar la ví","2. daños materiales comentados por el periodista, molestia grave en el tráfico",2,,0,0,0,0
2008,9,20,P17,PICHINCHA,C1701,QUITO,PR170130,SAN JUAN,-78.50118,-0.20882,778143,9976897,748,PI-3600,DESINVENTAR,Junta de Pichincha,Inundacion,,Lluvia,,Av. 10 de Agosto,El sector de las calles Salinas y Bogotá se vio afectado por la fuerte lluvia del sabado tarde a las 15:00 aproximadamente por lo que todo el sector fue afectado por inundacion por el colapso de el alcantarillado por lo que el sector transporte se vio a,"2. daños materiales comentados por el periodista, molestia grave en el tráfico",2,,0,0,0,0
2008,10,18,P17,PICHINCHA,C1701,QUITO,PR170112,IÑAQUITO,-78.48228,-0.18223,780249,9979839,749,1241,"Espinosa, 2021",El Universo,Inundacion,no especificado,Lluvia,Fuerte lluvia ocasiono inundaciones,La Carolina,"Se cayo techo de un taller y 1 persona herida, taponamiento de alcantarillas y autos atrapados","1. existencia de muertos y heridos, daños materiales importantes",3,,0,1,0,0
2008,10,18,P17,PICHINCHA,C1701,QUITO,PR170114,JIPIJAPA,-78.47232,-0.16057,781358,9982235,750,1242,"Espinosa, 2021",El Universo,Inundacion,no especificado,Lluvia,Fuerte lluvia ocasiono inundaciones,"Jipijapa, La Luz, Baquer Dos, El Labrador, La Kennedy, El Inca",Taponamiento de alcantarillas,"2. daños materiales comentados por el periodista, molestia grave en el tráfico",2,,0,0,0,0
2008,12,27,P17,PICHINCHA,C1701,QUITO,PR170156,CONOCOTO,-78.50067,-0.26353,778199,9970844,751,3627,DESINVENTAR,Central de Emergencias,Movimiento en Masa,Deslizamiento,Lluvia,,Santa Teresita del Valle,Se produce deslizamiento de tierra en ladera debido a filtracion de agua desde la calle que pasa por la parte de arriba de las viviendas.,"3. molestia en el tráfico, daños ligeros",1,,0,0,0,0
2009,1,11,P17,PICHINCHA,C1703,MEJIA,PR170353,CUTUGLAHUA,-78.55474,-0.37662,772174,9958334,752,3631,DESINVENTAR,Central de Emergencias,Movimiento en Masa,Deslizamiento,Lluvia,,Cutuglahua,La central de emergencias del municipio informó via radio que un obrero de la EMAAP se encontraba atrapado en el interior de un tunel al haber un deslizamiento de tierra en el interior,"1.  existencia de muertos y heridos, daños materiales importantes",3,,0,0,1,0
2009,1,12,P17,PICHINCHA,C1701,QUITO,PR170118,LA ECUATORIANA,-78.56105,-0.30302,771473,9966477,753,2009-00004,DESINVENTAR,El Comercio,Movimiento en Masa,Derrumbe,Lluvia,,Rumihurco,El daño de un colector a consecuencia de las lluvias provocó las destrccuion de un parque y una piscina comunitaria.,"2. daños materiales comentados por el periodista, molestia grave en el tráfico",2,,0,0,0,0
2009,1,13,P17,PICHINCHA,C1701,QUITO,PR170118,LA ECUATORIANA,-78.56384,-0.30412,771162,9966355,754,1248,"Espinosa, 2021",El Universo,Aluvión,no especificado,Lluvia,Fuerte lluvia provocó un aluvión,Rumihurco (sur Quito),"19:00h se ocasionó un aluvión de agua y lodo, afecto a 30 familias el desbordamiento de las quebradas Ortega y Cornejo.","2. daños materiales comentados por el periodista, molestia grave en el tráfico",2,,0,0,0,120
2009,1,14,P17,PICHINCHA,C1701,QUITO,PR170127,RUMIPAMBA,-78.50135,-0.17543,778125,9980591,755,3636,DESINVENTAR,Central de Emergencias,Movimiento en Masa,Derrumbe,Lluvia,,Occidental y Mañosca,Debido a las lluvias persistentes se produjo que un muro de contención se viniera abajo obstaculizando el carril norte-sur en la avenida Occidental lo que produjo inconvenientes en el tránsito.,"2. daños materiales comentados por el periodista, molestia grave en el tráfico",2,,0,0,0,0
2009,1,22,P17,PICHINCHA,C1701,QUITO,PR170121,LA MAGDALENA,-78.52208,-0.24412,775815,9972992,756,3640,DESINVENTAR,Central de Emergencias,Inundacion,,Lluvia,,Sur de la ciudad,Por las fuertes lluvias que se presentaron en el sur de la ciudad las alcantarillas no dieron abasto esran arrastrados por la corriente especialmente en el sector de la Villaflora por lo que hubo vehículos atrapados y que eran arrastrados por el agua,"2. daños materiales comentados por el periodista, molestia grave en el tráfico",2,,0,0,0,0
2009,1,25,P17,PICHINCHA,C1701,QUITO,PR170108,CHILLOGALLO,-78.56464,-0.28606,771073,9968353,757,3644,DESINVENTAR,Central de Emergencias,Inundacion,,Lluvia,,Chillogallo barrio 6 de diciembre,Por las fuertes lluvias se produjo el desprendimiento de una pequeña ladera cuyos restos afectaron en mediana magnitud a dos viviendas que se enconraban en la parte baja pero no se reportaron desgracias personales intervino cuerpo de bomberos y EMOP,"2. daños materiales comentados por el periodista, molestia grave en el tráfico",2,,0,0,0,0
2009,2,14,P17,PICHINCHA,C1701,QUITO,PR170105,COMITE DEL PUEBLO,-78.45743,-0.11725,783017,9987027,758,3648,DESINVENTAR,Central de Emergencias,Inundacion,,Lluvia,,La Bota,Debido al fuerte temporal se produjo que una casa se viera afectada produciendose su colapsamiento,"2. daños materiales comentados por el periodista, molestia grave en el tráfico",2,,0,0,0,0
2009,2,15,P17,PICHINCHA,C1701,QUITO,PR170121,LA MAGDALENA,-78.52207,-0.24411,775816,9972993,759,3649,DESINVENTAR,Central de Emergencias,Movimiento en Masa,Derrumbe,Lluvia,,Villa Flora,Una casa abandonada colapsó pero hay peligro de que las casas aledañas también se vean afectadas con el peligro inminente de derrumbarse por lo que los habitantes de esas casas tienen que ser evacuados.,"2. daños materiales comentados por el periodista, molestia grave en el tráfico",2,,0,0,0,0
2009,2,16,P17,PICHINCHA,C1701,QUITO,PR170120,LA LIBERTAD,-78.52499,-0.22047,775491,9975609,760,3651,DESINVENTAR,Central de Emergencias,Inundacion,,Lluvia,,San Roque,Debido a las lluvias que se presentaron en la noche se produjo una inundacion en el sector pero no trajo consecuencias,"3. molestia en el tráfico, daños ligeros",1,,0,0,0,0
2009,3,4,P17,PICHINCHA,C1701,QUITO,PR170152,AMAGUAÑA,-78.51558,-0.38547,776535,9957354,761,1429,DESINVENTAR,UPGR,Inundacion,,Lluvia,,Conjunto habitacional casas del Valle,Por un taponamiento en la parte de Amaguaña del rio San Pedro y al desfogarse de golpe se produce que el rio San Pedro baje con fuerza e ingrese a 4 casas del mencionado conjunto inundándolas con lodo hasta aproximadamente 1 50mts. de altura,"2. daños materiales comentados por el periodista, molestia grave en el tráfico",2,,0,0,0,0
2009,3,26,P17,PICHINCHA,C1705,RUMIÐAHUI,PR170550,SANGOLQUI,-78.46463,-0.31909,782212,9964696,762,1435,DESINVENTAR,Central de Emergencias,Inundacion,,Lluvia,,Roble viejo,El rio San Pedro debido a las fuertes de lluvias se desbordó por lo que produjo el desbordamiento del mismo afectando en el sector de Capelo al conjunto Roble Viejo inundando las casas del sector,"2. daños materiales comentados por el periodista, molestia grave en el tráfico",2,,0,0,0,0
2009,3,28,P17,PICHINCHA,C1701,QUITO,PR170130,SAN JUAN,-78.51071,-0.21423,777081,9976299,763,1432,DESINVENTAR,Central de Emergencias,Movimiento en Masa,Deslizamiento,Lluvia,,San Juan,Por la lluvia del día sabado en la noche se produjo el deslizamiento de una peña sobre una mecánica viendose afectado un camión viejo que estaba en el lugar.,"3. molestia en el tráfico, daños ligeros",1,,0,0,0,0
2009,3,28,P17,PICHINCHA,C1701,QUITO,PR170130,SAN JUAN,-78.51271,-0.20759,776859,9977033,764,1433,DESINVENTAR,Central de Emergencias,Movimiento en Masa,Deslizamiento,Lluvia,,Miraflores,Por las lluvias del día sabado en la tarde se produjo el deslizamiento de la peña que pertenece al bosque de Miraflores en el sector de La Laguna entrada a los tuneles,"3. molestia en el tráfico, daños ligeros",1,,0,0,0,0
2009,3,28,P17,PICHINCHA,C1701,QUITO,PR170128,SAN BARTOLO,-78.54111,-0.2636,773695,9970837,765,1436,DESINVENTAR,Central de Emergencias,Inundacion,,Lluvia,,Chaguarquingo,Inundacion de la calle Sososranga por las fuertes lluvias,"3. molestia en el tráfico, daños ligeros",1,,0,0,0,0
2009,3,28,P17,PICHINCHA,C1701,QUITO,PR170114,JIPIJAPA,-78.48394,-0.16321,780064,9981943,766,1434,DESINVENTAR,Central de Emergencias,Inundacion,,Lluvia,,Jipijapa,Debido a un taponamiento en un colector en la Brasil se produjo la inundación del sector de la plaza de Toros por lo que las calles del sector se vieron afectadas,"3. molestia en el tráfico, daños ligeros",1,,0,0,0,0
2009,3,28,P17,PICHINCHA,C1701,QUITO,PR170122,LA MENA,-78.55268,-0.25512,772406,9971776,767,1439,DESINVENTAR,Central de Emergencias,Inundacion,,Lluvia,,Mena 2,Inundaciones por la presencia de lluvias intensas,"3. molestia en el tráfico, daños ligeros",1,,0,0,0,0
2009,3,28,P17,PICHINCHA,C1701,QUITO,PR170119,LA FERROVIARIA,-78.50404,-0.25146,777824,9972180,768,1438,DESINVENTAR,Central de Emergencias,Inundacion,,Lluvia,,La Forestal,Deslaves de pequeña magnitud en el sector de La Mariscal,"2. daños materiales comentados por el periodista, molestia grave en el tráfico",2,,0,0,0,0
2009,3,29,P17,PICHINCHA,C1701,QUITO,PR170113,ITCHIMBIA,-78.47585,-0.19942,780964,9977936,769,2009-00017,DESINVENTAR,El Universo,Movimiento en Masa,Derrumbe,Lluvia,,Guápulo,El muro cayó sobre un auto con sus ocupantes adentro. 2 personas resultaron heridas,"1.  existencia de muertos y heridos, daños materiales importantes",3,,0,2,0,0
2009,3,30,P17,PICHINCHA,C1701,QUITO,PR170101,BELISARIO QUEVEDO,-78.50242,-0.20041,778005,9977827,770,1249,"Espinosa, 2021",El Universo,Inundacion,no especificado,Lluvia,Fuerte lluvia desencadeno en inundaciones y derrumbes,Av. Gonzáles y U. Central,Inundaciones en el sector,"3. molestia en el tráfico, daños ligeros",1,,0,0,0,0
